sample_kind,event_id,timestamp,device_id,card_uid,access_granted,door_id,zone,event_type,attempt_count,avg_response_time_ms,min_signal_strength,avg_battery_voltage,event_hour,previous_failed_attempts,avg_response_time_last5,denial_rate_last10,risk_level
single_event,454a38d6-4800-4db1-aab6-0d4e5c3dfbfa,2026-07-03T19:01:17Z,RFID-OFFICE-01,0779161F,True,SERVER_ROOM,SECOND_FLOOR,ENTRY,1,122.0,-72,3.66,19,0,92.6,0.3,HIGH
single_event,03adc317-aebe-4bf6-9503-50bf93cf7661,2026-07-03T19:02:17Z,RFID-OFFICE-01,E12067BD,False,OFFICE_A,FIRST_FLOOR,ACCESS_DENIED,1,118.0,-66,3.54,19,0,100.2,0.2,LOW
single_event,022154da-4278-4e36-b00f-a6111f24456b,2026-07-03T19:03:17Z,RFID-LAB-01,2D3FE9BB,False,OFFICE_B,FIRST_FLOOR,CARD_UNKNOWN,1,66.0,-78,4.06,19,0,148.2,0.6,MEDIUM
single_event,417a8adb-2983-49b2-b65e-37d06bde74ac,2026-07-03T19:04:17Z,RFID-WH-01,2100DE59,True,SERVER_ROOM,SECOND_FLOOR,EXIT,1,179.0,-55,3.31,19,0,130.4,0.5,HIGH
brute_force_burst,7681dc08-399e-4e4a-b594-5b3fc666e7a2,2026-07-03T19:05:21Z,RFID-WH-01,C08F3282,False,WAREHOUSE,WAREHOUSE,BRUTE_FORCE_ATTEMPT,3,160.67,-79,3.36,19,2,172.2,0.5,HIGH
single_event,83b136c3-25e7-441c-b8ed-b86d66fe5062,2026-07-03T19:06:06Z,RFID-LAB-01,136B3BA3,False,GARAGE,GARAGE,ACCESS_DENIED,1,71.0,-50,3.8,19,0,136.2,0.7,MEDIUM
brute_force_burst,17354eb3-1e35-4a53-a7ff-c2fc494753f1,2026-07-03T19:07:24Z,RFID-ENT-01,A7E93C1B,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,10,140.1,-82,3.42,19,9,130.4,1.0,HIGH
single_event,f1e6c594-b102-410c-90f9-71ad8058a2b9,2026-07-03T19:08:09Z,RFID-LAB-01,6B6ED343,True,OFFICE_B,FIRST_FLOOR,EXIT,1,132.0,-70,3.47,19,0,115.8,0.7,MEDIUM
single_event,f3e9b01c-17b8-42a7-bc87-296653394a9a,2026-07-03T19:09:09Z,RFID-ENT-02,FF6089E9,True,OFFICE_B,FIRST_FLOOR,EXIT,1,62.0,-53,4.06,19,0,131.4,0.3,LOW
brute_force_burst,f27565ac-0f64-42de-a22f-dfa8bb1aca1c,2026-07-03T19:10:25Z,RFID-ENT-02,5506E87E,False,SERVER_ROOM,SECOND_FLOOR,BRUTE_FORCE_ATTEMPT,9,142.44,-79,3.44,19,8,154.0,0.9,HIGH
single_event,a7978848-7c6a-4b37-ae42-0aa394f3e925,2026-07-03T19:11:10Z,RFID-LAB-01,FF52A492,True,WAREHOUSE,WAREHOUSE,EXIT,1,42.0,-71,3.57,19,0,123.8,0.6,MEDIUM
single_event,a99a25fc-597a-4ac0-a0ae-81334d8d1ce8,2026-07-03T19:12:10Z,RFID-LAB-01,06D645DD,True,OFFICE_B,FIRST_FLOOR,ENTRY,1,50.0,-50,3.44,19,0,94.2,0.6,LOW
brute_force_burst,c4b70492-09cc-4e05-b5e6-5c7f667b93cf,2026-07-03T19:13:38Z,RFID-OFFICE-01,16EB2E0E,False,GARAGE,GARAGE,BRUTE_FORCE_ATTEMPT,15,141.13,-82,3.44,19,14,154.0,1.0,HIGH
single_event,a4f7e8d2-03fc-4d2c-8a7a-cce68d79ff23,2026-07-03T19:14:23Z,RFID-ENT-02,272C3479,True,OFFICE_A,FIRST_FLOOR,EXIT,1,82.0,-50,3.57,19,0,154.0,0.9,MEDIUM
single_event,6aca60f6-e1d9-4458-974d-90d20400892a,2026-07-03T19:15:23Z,RFID-WH-01,013C30FF,True,OFFICE_B,FIRST_FLOOR,EXIT,1,117.0,-75,3.26,19,0,172.2,0.5,MEDIUM
brute_force_burst,3ed70a7e-e7a5-4ced-bc19-c8698759bea4,2026-07-03T19:16:41Z,RFID-WH-01,EBC3E12F,False,SERVER_ROOM,SECOND_FLOOR,BRUTE_FORCE_ATTEMPT,10,132.4,-79,3.39,19,9,119.4,1.0,HIGH
brute_force_burst,d52627cb-1a62-4f5f-a456-cb7bf08dcd59,2026-07-03T19:17:32Z,RFID-ENT-01,1232C660,False,SERVER_ROOM,SECOND_FLOOR,BRUTE_FORCE_ATTEMPT,4,163.5,-79,3.44,19,3,150.4,1.0,HIGH
single_event,ec91b604-3717-4dad-80e1-049606bae648,2026-07-03T19:18:17Z,RFID-ENT-02,5FE5E5DB,True,OFFICE_B,FIRST_FLOOR,EXIT,1,30.0,-73,4.0,19,0,142.0,0.9,MEDIUM
single_event,012fb6db-cb7d-47ab-b3de-e2044d425abe,2026-07-03T19:19:17Z,RFID-OFFICE-01,276D30AE,False,LAB,LAB_BLOCK,ACCESS_DENIED,1,166.0,-71,3.65,19,0,154.0,1.0,HIGH
single_event,d8e1c247-6067-4233-a44b-9ee5f7e7ac89,2026-07-03T19:20:17Z,RFID-LAB-01,9C08A3C2,True,LAB,LAB_BLOCK,EXIT,1,97.0,-70,3.41,19,0,72.2,0.5,LOW
brute_force_burst,d5d32bb7-f477-48ce-8563-7e7fde8e8927,2026-07-03T19:21:21Z,RFID-WH-01,86D3CDCF,False,GARAGE,GARAGE,BRUTE_FORCE_ATTEMPT,3,155.67,-82,3.52,19,2,147.0,1.0,HIGH
single_event,66cd3558-ae53-4a0b-9e1f-d71533449fac,2026-07-03T19:22:06Z,RFID-LAB-01,29CE379A,True,OFFICE_A,FIRST_FLOOR,ENTRY,1,173.0,-52,3.76,19,0,78.4,0.4,LOW
single_event,1404224d-dbc1-404b-bbff-858e8c415ccf,2026-07-03T19:23:06Z,RFID-ENT-01,8C0DB31F,True,MAIN_GATE,GROUND_FLOOR,EXIT,1,65.0,-75,3.52,19,0,150.4,1.0,MEDIUM
single_event,c9d9cc8b-75f3-41a0-9dcd-f02993975721,2026-07-03T19:24:06Z,RFID-OFFICE-01,BA7A7EEC,True,GARAGE,GARAGE,ENTRY,1,177.0,-48,3.57,19,0,155.8,1.0,MEDIUM
single_event,2e4a4947-4e05-4952-b112-3f8706c3f38e,2026-07-03T19:25:06Z,RFID-WH-01,F16B90E9,False,SERVER_ROOM,SECOND_FLOOR,FORCED_OPEN,1,79.0,-59,3.57,19,0,147.0,1.0,HIGH
brute_force_burst,e938dae2-c344-40d4-889f-841d81078051,2026-07-03T19:26:12Z,RFID-WH-01,197F36AF,False,GARAGE,GARAGE,BRUTE_FORCE_ATTEMPT,4,132.0,-82,3.35,19,3,121.4,1.0,HIGH
brute_force_burst,f7564b56-11ef-4fc1-bec2-ab7cd2a85ec6,2026-07-03T19:27:17Z,RFID-WH-01,F76EBD8F,False,SERVER_ROOM,SECOND_FLOOR,BRUTE_FORCE_ATTEMPT,11,142.73,-82,3.36,19,10,140.6,1.0,HIGH
single_event,bca723fb-be03-4a9d-a4d1-7136e7501c42,2026-07-03T19:28:02Z,RFID-OFFICE-01,30FACF07,False,WAREHOUSE,WAREHOUSE,ACCESS_DENIED,1,208.0,-64,3.81,19,0,157.6,0.9,MEDIUM
single_event,6f56cb17-52f4-42ca-8456-0d154fd8e1da,2026-07-03T19:29:02Z,RFID-ENT-01,B96949CF,True,LAB,LAB_BLOCK,EXIT,1,95.0,-60,3.89,19,0,143.8,0.9,MEDIUM
single_event,c585541e-df4b-41f4-9be3-eb3e2d2304f7,2026-07-03T19:30:02Z,RFID-ENT-01,7782E857,True,LAB,LAB_BLOCK,EXIT,1,69.0,-45,3.62,19,0,128.4,0.8,MEDIUM
single_event,c7904cca-13bc-40c9-a4de-c947b9b1dc89,2026-07-03T19:31:02Z,RFID-ENT-01,D58CD4B2,True,MAIN_GATE,GROUND_FLOOR,EXIT,1,152.0,-77,4.04,19,0,109.8,0.7,MEDIUM
single_event,5224b314-ec54-40a4-a57a-52ab393430e9,2026-07-03T19:32:02Z,RFID-WH-01,C361331C,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,74.0,-65,3.75,19,0,140.6,1.0,MEDIUM
single_event,9b553ec1-df4b-4d5b-aca3-3c6f6acb2b72,2026-07-03T19:33:02Z,RFID-WH-01,53789573,True,GARAGE,GARAGE,ENTRY,1,112.0,-57,3.7,19,0,132.2,0.9,MEDIUM
single_event,9e15f06d-47c5-4483-a2cb-4a56f47bf2c9,2026-07-03T19:34:02Z,RFID-ENT-02,4C7C0A96,True,WAREHOUSE,WAREHOUSE,ENTRY,1,146.0,-40,3.95,19,0,122.4,0.8,MEDIUM
single_event,4c4eb055-1000-45d3-8b29-22383a52d1a8,2026-07-03T19:35:02Z,RFID-ENT-02,FC6B5111,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,154.0,-51,3.88,19,0,117.2,0.7,MEDIUM
single_event,2e978944-2fff-41c1-8c7d-56138f5453f1,2026-07-03T19:36:02Z,RFID-ENT-02,4DBA3762,False,SERVER_ROOM,SECOND_FLOOR,ACCESS_DENIED,1,69.0,-46,3.82,19,0,115.2,0.6,HIGH
brute_force_burst,9f03b615-4f39-4982-adc8-d4506d6cdb5a,2026-07-03T19:37:06Z,RFID-ENT-01,8A798D0D,False,SERVER_ROOM,SECOND_FLOOR,BRUTE_FORCE_ATTEMPT,3,144.33,-71,3.59,19,2,130.8,0.6,HIGH
single_event,1b328f72-839a-4106-998a-47d9208cf587,2026-07-03T19:37:51Z,RFID-OFFICE-01,7BE6DD69,False,WAREHOUSE,WAREHOUSE,FORCED_OPEN,1,201.0,-74,3.44,19,0,168.2,0.9,HIGH
single_event,81769c80-33e7-44a2-b867-b1b7bc6fe721,2026-07-03T19:38:51Z,RFID-ENT-01,07C732F5,True,WAREHOUSE,WAREHOUSE,EXIT,1,86.0,-62,3.37,19,0,130.8,0.6,MEDIUM
single_event,8e9c3f0c-e760-4760-84c1-64e42b3feffa,2026-07-03T19:39:51Z,RFID-ENT-02,35F026B1,True,OFFICE_A,FIRST_FLOOR,ENTRY,1,106.0,-66,4.05,19,0,96.2,0.6,LOW
single_event,55fe66a6-b647-4e95-b03f-1e58df470ba1,2026-07-03T19:40:51Z,RFID-ENT-01,0A73FF3B,True,GARAGE,GARAGE,EXIT,1,157.0,-64,3.47,19,0,134.2,0.5,MEDIUM
single_event,24573ba0-9819-4e7d-84ca-dbfd28df6a78,2026-07-03T19:41:51Z,RFID-OFFICE-01,7FBA82B3,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,153.0,-38,3.52,19,0,181.2,0.9,MEDIUM
single_event,2db070e7-c12a-424e-8e79-4e12d311b4f7,2026-07-03T19:42:51Z,RFID-OFFICE-01,8788764C,False,GARAGE,GARAGE,CARD_UNKNOWN,1,197.0,-66,3.5,19,0,181.0,0.8,MEDIUM
single_event,bc56c58b-8777-43ed-aa96-40f74beff033,2026-07-03T19:43:51Z,RFID-WH-01,DED48FD7,False,SERVER_ROOM,SECOND_FLOOR,CARD_UNKNOWN,1,142.0,-44,3.9,19,0,119.4,0.8,HIGH
brute_force_burst,05c331a8-f78d-4bfb-8dc3-794ce6d7608e,2026-07-03T19:45:11Z,RFID-OFFICE-01,4DD470E4,False,GARAGE,GARAGE,BRUTE_FORCE_ATTEMPT,11,134.36,-78,3.46,19,10,133.4,1.0,HIGH
single_event,4283d7ef-0ec8-4066-8322-dadfd9cfcdc9,2026-07-03T19:45:56Z,RFID-ENT-02,F2DB9099,False,OFFICE_B,FIRST_FLOOR,CARD_UNKNOWN,1,129.0,-69,4.01,19,0,101.0,0.5,LOW
single_event,8aa28d87-419c-47fc-adf3-1cb9cb361e19,2026-07-03T19:46:56Z,RFID-WH-01,C78A5D48,False,SERVER_ROOM,SECOND_FLOOR,FORCED_OPEN,1,145.0,-57,3.85,19,0,112.2,0.8,HIGH
single_event,f1811417-e956-4a48-924d-363930fcdd5d,2026-07-03T19:47:56Z,RFID-WH-01,E7B8B1E3,True,OFFICE_A,FIRST_FLOOR,ENTRY,1,165.0,-63,3.88,19,0,120.8,0.8,MEDIUM
single_event,6c5495ec-014b-4a46-87e1-234900c2fe16,2026-07-03T19:48:56Z,RFID-OFFICE-01,CEF11293,True,OFFICE_A,FIRST_FLOOR,EXIT,1,109.0,-74,3.59,19,0,133.4,1.0,MEDIUM
single_event,0a45148c-6c93-41c7-b87a-fcf0c901ec5b,2026-07-03T19:49:56Z,RFID-OFFICE-01,C3BED19F,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,141.0,-39,3.96,19,0,124.4,0.9,MEDIUM
single_event,2446c992-3f64-4854-8034-e7313a3d560c,2026-07-03T19:50:56Z,RFID-OFFICE-01,22CEED01,True,GARAGE,GARAGE,ENTRY,1,26.0,-59,4.02,19,0,119.0,0.8,LOW
single_event,5a5babc1-0082-4a11-a7eb-7bd77669d17e,2026-07-03T19:51:56Z,RFID-LAB-01,27047752,True,GARAGE,GARAGE,ENTRY,1,91.0,-58,3.45,19,0,98.8,0.4,LOW
brute_force_burst,5a3ea779-76fd-4373-9cbb-a9cf9321718f,2026-07-03T19:53:18Z,RFID-WH-01,7BAF60EB,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,12,148.75,-77,3.46,19,11,144.2,1.0,HIGH
brute_force_burst,3383b135-341a-4e8c-93c4-b3ead1a9b541,2026-07-03T19:54:09Z,RFID-WH-01,47867B0E,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,4,128.75,-81,3.23,19,3,119.0,1.0,HIGH
single_event,a47de1ce-64e7-4e21-a3a1-b6bc91254d89,2026-07-03T19:54:54Z,RFID-ENT-01,F3CCC427,False,WAREHOUSE,WAREHOUSE,ACCESS_DENIED,1,66.0,-60,3.59,19,0,135.2,0.4,LOW
single_event,f072ecb6-53b0-431f-ab62-b81a0ecdc508,2026-07-03T19:55:54Z,RFID-OFFICE-01,02DFCC06,True,OFFICE_B,FIRST_FLOOR,ENTRY,1,118.0,-62,3.87,19,0,106.8,0.7,LOW
single_event,156b39dd-d873-4bb3-8601-da700fe7945e,2026-07-03T19:56:54Z,RFID-LAB-01,11A03681,True,SERVER_ROOM,SECOND_FLOOR,ENTRY,1,127.0,-54,3.66,19,0,90.6,0.4,MEDIUM
brute_force_burst,d13c046b-605a-4b35-8cbe-ddba5df9964f,2026-07-03T19:58:00Z,RFID-ENT-02,0F0AB6D8,False,LAB,LAB_BLOCK,BRUTE_FORCE_ATTEMPT,4,158.25,-82,3.38,19,3,152.4,0.6,HIGH
single_event,179a9b36-00a5-4307-ad74-c4b393cfe5cf,2026-07-03T19:58:45Z,RFID-ENT-02,982BE70D,True,OFFICE_B,FIRST_FLOOR,EXIT,1,124.0,-51,3.83,19,0,152.4,0.6,MEDIUM
single_event,0d085ef0-c5c3-4c60-99cf-d38e285199bd,2026-07-03T19:59:45Z,RFID-ENT-01,B2B8F26E,True,OFFICE_B,FIRST_FLOOR,ENTRY,1,58.0,-60,3.85,19,0,116.4,0.4,LOW
brute_force_burst,99df7e13-25c6-43a4-aae9-013582aa979c,2026-07-03T20:00:53Z,RFID-OFFICE-01,38451CF4,False,GARAGE,GARAGE,BRUTE_FORCE_ATTEMPT,5,138.2,-81,3.54,20,4,138.2,0.6,HIGH
single_event,e5d17d3c-1373-47b5-8ed2-8aafd3d51b42,2026-07-03T20:01:38Z,RFID-ENT-01,CA962A60,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,45.0,-54,4.04,20,0,110.0,0.4,LOW
single_event,9ab19dfc-181c-45f4-95c4-0809428916b9,2026-07-03T20:02:38Z,RFID-ENT-02,3198C8EC,True,OFFICE_B,FIRST_FLOOR,EXIT,1,70.0,-59,3.91,20,0,151.4,0.6,MEDIUM
brute_force_burst,6a64f66b-3c7f-4ddb-afe4-a6b6dcd7c39b,2026-07-03T20:03:46Z,RFID-OFFICE-01,B5A3193E,False,MAIN_GATE,GROUND_FLOOR,BRUTE_FORCE_ATTEMPT,5,112.2,-80,3.38,20,4,112.2,1.0,HIGH
brute_force_burst,a04bc279-2bcc-42ed-93db-bd115f67e113,2026-07-03T20:04:53Z,RFID-ENT-02,AF29CC57,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,12,156.17,-81,3.37,20,11,158.8,1.0,HIGH
single_event,76a8563e-49cf-42b2-9c91-15562da5f382,2026-07-03T20:05:38Z,RFID-ENT-01,F4EAF584,False,LAB,LAB_BLOCK,FORCED_OPEN,1,154.0,-62,3.41,20,0,82.4,0.4,MEDIUM
single_event,397a36bf-ec61-4cdd-ba4a-c751f321b9e9,2026-07-03T20:06:38Z,RFID-OFFICE-01,D5D8E10B,True,GARAGE,GARAGE,EXIT,1,124.0,-53,3.44,20,0,112.2,1.0,LOW
single_event,6364b79d-3d44-4ba4-b706-e282c67881af,2026-07-03T20:07:38Z,RFID-OFFICE-01,237E198D,False,LAB,LAB_BLOCK,ACCESS_DENIED,1,181.0,-54,3.78,20,0,123.0,0.9,HIGH
single_event,79ec3040-7e1c-41a9-9a6a-4a02a213705a,2026-07-03T20:08:38Z,RFID-ENT-01,A1EAF8CF,True,GARAGE,GARAGE,EXIT,1,138.0,-75,3.8,20,0,96.0,0.5,MEDIUM
single_event,20fd8c15-945d-443f-977d-73f1232a2357,2026-07-03T20:09:38Z,RFID-ENT-02,460F036E,False,OFFICE_B,FIRST_FLOOR,ACCESS_DENIED,1,67.0,-64,3.49,20,0,158.8,1.0,MEDIUM
single_event,2859b438-a829-488c-a640-5dc5fe720a6b,2026-07-03T20:10:38Z,RFID-ENT-01,7F362789,True,GARAGE,GARAGE,ENTRY,1,118.0,-67,3.66,20,0,92.2,0.5,LOW
single_event,23089a1b-6b16-4700-aa5d-42ce7b51bf20,2026-07-03T20:11:38Z,RFID-OFFICE-01,38002F8C,True,WAREHOUSE,WAREHOUSE,ENTRY,1,83.0,-45,3.9,20,0,137.8,0.9,MEDIUM
single_event,8ad6c034-d927-4396-89dc-d0d350972fbb,2026-07-03T20:12:38Z,RFID-OFFICE-01,C15DC948,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,124.0,-38,3.55,20,0,128.0,0.8,MEDIUM
single_event,c9829f89-38c0-4dda-a1eb-325f4ffa3ab8,2026-07-03T20:13:38Z,RFID-ENT-01,857C76EF,False,GARAGE,GARAGE,CARD_UNKNOWN,1,168.0,-72,3.34,20,0,102.6,0.4,MEDIUM
single_event,3032fdb7-6df1-44b2-89b3-47a3feebada5,2026-07-03T20:14:38Z,RFID-WH-01,1B7720D7,True,WAREHOUSE,WAREHOUSE,EXIT,1,121.0,-53,3.65,20,0,119.0,1.0,LOW
single_event,0398ce6b-331c-4fe5-a167-a6c53db7bae7,2026-07-03T20:15:38Z,RFID-WH-01,535944A4,True,GARAGE,GARAGE,ENTRY,1,26.0,-38,4.01,20,0,127.2,0.9,MEDIUM
single_event,49c9c1af-dae9-425f-aac7-90e00e637451,2026-07-03T20:16:38Z,RFID-OFFICE-01,A6E3726E,True,MAIN_GATE,GROUND_FLOOR,EXIT,1,163.0,-40,3.33,20,0,132.2,0.7,HIGH
single_event,a7583572-104c-430f-9c99-67dc7e1cc86b,2026-07-03T20:17:38Z,RFID-LAB-01,5E1D9C6D,True,OFFICE_B,FIRST_FLOOR,ENTRY,1,172.0,-40,4.1,20,0,107.6,0.3,LOW
single_event,54e4ff68-ae9a-4868-8950-76ba2c197fc7,2026-07-03T20:18:38Z,RFID-ENT-02,9D89B864,False,SERVER_ROOM,SECOND_FLOOR,FORCED_OPEN,1,74.0,-48,3.39,20,0,140.6,1.0,HIGH
single_event,7ae18197-bbee-47a2-aa23-dd12c36fa662,2026-07-03T20:19:38Z,RFID-OFFICE-01,D035ACDC,True,OFFICE_B,FIRST_FLOOR,EXIT,1,158.0,-46,4.13,20,0,135.0,0.6,MEDIUM
single_event,2cdf0b54-a4d8-4c8d-8b15-f2a2be2feccf,2026-07-03T20:20:38Z,RFID-LAB-01,C1B2B1D5,False,GARAGE,GARAGE,FORCED_OPEN,1,132.0,-49,3.65,20,0,132.0,0.2,LOW
single_event,8473d588-c588-4ddf-9165-93d40003301f,2026-07-03T20:21:38Z,RFID-WH-01,D1636CA5,False,OFFICE_A,FIRST_FLOOR,ACCESS_DENIED,1,157.0,-40,3.41,20,0,106.6,0.8,MEDIUM
brute_force_burst,00fd8632-c612-40d5-b4b5-e7d3e4bc401d,2026-07-03T20:22:56Z,RFID-WH-01,FBBBEEF5,False,MAIN_GATE,GROUND_FLOOR,BRUTE_FORCE_ATTEMPT,10,144.4,-82,3.4,20,9,156.2,1.0,HIGH
single_event,29360f6e-060f-4f2a-89b0-788c5ebf1226,2026-07-03T20:23:41Z,RFID-OFFICE-01,4D8F32F7,True,OFFICE_A,FIRST_FLOOR,ENTRY,1,113.0,-42,4.06,20,0,141.8,0.5,LOW
single_event,a5ad60c2-bf8b-4bdb-a5a2-998a3c652bcf,2026-07-03T20:24:41Z,RFID-WH-01,0D3DD8D3,True,WAREHOUSE,WAREHOUSE,EXIT,1,101.0,-51,3.97,20,0,156.2,1.0,MEDIUM
brute_force_burst,75a54519-6b11-4089-8a32-333012132df7,2026-07-03T20:26:03Z,RFID-LAB-01,3F0B4FD2,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,12,151.75,-82,3.29,20,11,144.6,1.0,HIGH
single_event,395a7cd4-b4ae-44c1-a468-f8ec77722845,2026-07-03T20:26:48Z,RFID-LAB-01,6C588681,True,MAIN_GATE,GROUND_FLOOR,EXIT,1,133.0,-69,3.3,20,0,144.6,1.0,HIGH
single_event,d3b2f7d6-c694-4def-b9bf-36ded778dfe8,2026-07-03T20:27:48Z,RFID-LAB-01,E34ACB25,False,SERVER_ROOM,SECOND_FLOOR,FORCED_OPEN,1,139.0,-57,3.48,20,0,155.4,0.9,HIGH
single_event,7ef19f8f-92a4-480f-a39c-505373c4c3f8,2026-07-03T20:28:48Z,RFID-LAB-01,CEA58317,False,LAB,LAB_BLOCK,CARD_UNKNOWN,1,154.0,-72,3.25,20,0,151.6,0.9,HIGH
single_event,e0d5e347-2bff-4044-85cb-53e19ae68ebc,2026-07-03T20:29:48Z,RFID-OFFICE-01,5B64546B,True,LAB,LAB_BLOCK,ENTRY,1,106.0,-42,3.32,20,0,128.2,0.4,MEDIUM
single_event,ce991dbd-94b4-482d-bbb9-9a8bcd8ec6fb,2026-07-03T20:30:48Z,RFID-ENT-02,6FEFDB91,True,OFFICE_B,FIRST_FLOOR,ENTRY,1,102.0,-55,3.55,20,0,119.4,1.0,LOW
single_event,ef618b1c-0da7-41fa-80c8-1569fdb75905,2026-07-03T20:31:48Z,RFID-ENT-01,0716C244,False,SERVER_ROOM,SECOND_FLOOR,CARD_UNKNOWN,1,107.0,-73,3.39,20,0,124.6,0.4,HIGH
single_event,8362c5ab-ebe5-4cf6-858c-949c81e020b5,2026-07-03T20:32:48Z,RFID-OFFICE-01,2F431B23,True,WAREHOUSE,WAREHOUSE,EXIT,1,33.0,-58,3.84,20,0,132.8,0.3,LOW
single_event,a886e661-1589-40f3-9086-3349666b07ed,2026-07-03T20:33:48Z,RFID-ENT-01,CC509D37,False,GARAGE,GARAGE,FORCED_OPEN,1,123.0,-72,3.59,20,0,137.0,0.4,MEDIUM
single_event,3e7cdd49-b413-4588-8dc6-3bc89a7d8baf,2026-07-03T20:34:48Z,RFID-ENT-02,A7BBC34A,False,SERVER_ROOM,SECOND_FLOOR,FORCED_OPEN,1,96.0,-63,3.2,20,0,104.4,0.9,HIGH
brute_force_burst,13a983f2-cb4b-4a03-81ca-c500e601228a,2026-07-03T20:36:02Z,RFID-LAB-01,72382380,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,8,152.25,-77,3.35,20,7,143.8,1.0,HIGH
single_event,26655414-b695-4277-8725-60ed708923d1,2026-07-03T20:36:47Z,RFID-ENT-01,5FD48819,True,OFFICE_A,FIRST_FLOOR,ENTRY,1,159.0,-43,3.41,20,0,130.8,0.5,MEDIUM
single_event,46262718-f4c2-4f52-a11f-5f982c34b4a4,2026-07-03T20:37:47Z,RFID-LAB-01,1D9B8E82,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,114.0,-66,3.44,20,0,143.8,1.0,MEDIUM
brute_force_burst,f4bd9b7c-4ee1-411f-a9bc-668a3e63f516,2026-07-03T20:39:11Z,RFID-ENT-02,F2DAAF52,False,LAB,LAB_BLOCK,BRUTE_FORCE_ATTEMPT,13,148.38,-82,3.41,20,12,140.8,1.0,HIGH
single_event,c8fc9998-b595-44b6-9c2f-eac8c4b2708f,2026-07-03T20:39:56Z,RFID-ENT-01,A4A65417,True,OFFICE_B,FIRST_FLOOR,ENTRY,1,153.0,-66,3.52,20,0,135.0,0.5,MEDIUM
brute_force_burst,c22db9ad-9de0-40bb-bae9-96c430b4f3dd,2026-07-03T20:41:14Z,RFID-ENT-01,C7C794A7,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,10,140.2,-82,3.5,20,9,142.2,1.0,HIGH
single_event,ac462e07-6a9a-48c6-aa1a-9508ed6f6f65,2026-07-03T20:41:59Z,RFID-ENT-01,309C82EC,True,SERVER_ROOM,SECOND_FLOOR,EXIT,1,71.0,-62,3.3,20,0,142.2,1.0,HIGH
single_event,911bc7cb-2eca-457f-a143-48f2b57777bc,2026-07-03T20:42:59Z,RFID-ENT-02,7FA7C352,True,MAIN_GATE,GROUND_FLOOR,EXIT,1,51.0,-70,3.9,20,0,140.8,1.0,MEDIUM
brute_force_burst,afea3737-82ea-42ab-baa9-491185c893e2,2026-07-03T20:44:17Z,RFID-WH-01,52961325,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,10,144.0,-81,3.49,20,9,144.4,1.0,HIGH
single_event,d733d773-0a95-46f3-b2fc-67fe2605f28d,2026-07-03T20:45:02Z,RFID-ENT-01,5DCE943C,False,LAB,LAB_BLOCK,ACCESS_DENIED,1,147.0,-81,3.67,20,0,118.8,0.9,HIGH
single_event,50992cbb-a37f-4a66-9d0e-ab31b22e68b2,2026-07-03T20:46:02Z,RFID-OFFICE-01,8F8D5432,False,OFFICE_B,FIRST_FLOOR,CARD_UNKNOWN,1,72.0,-54,3.76,20,0,114.6,0.2,LOW
single_event,df31cbeb-33d7-4356-8eaa-9230d23f7850,2026-07-03T20:47:02Z,RFID-OFFICE-01,434CFD7C,False,OFFICE_A,FIRST_FLOOR,ACCESS_DENIED,1,63.0,-51,3.26,20,0,96.4,0.2,LOW
brute_force_burst,f7572796-ad4b-45eb-893a-5e6c198ab47f,2026-07-03T20:48:14Z,RFID-ENT-01,513270F1,False,OFFICE_A,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,7,134.86,-77,3.33,20,6,139.0,0.9,HIGH
single_event,a5f8002f-070e-4862-a573-fbc0df559d96,2026-07-03T20:48:59Z,RFID-OFFICE-01,861AFFB8,False,WAREHOUSE,WAREHOUSE,ACCESS_DENIED,1,125.0,-67,3.39,20,0,77.4,0.3,LOW
single_event,b1cc92e4-ac8f-4fd9-a066-d3934ae42127,2026-07-03T20:49:59Z,RFID-ENT-01,F5809033,True,SERVER_ROOM,SECOND_FLOOR,ENTRY,1,160.0,-70,3.41,20,0,139.0,0.9,HIGH
single_event,84dcb890-a4b3-47ed-9373-671e313fdbb7,2026-07-03T20:50:59Z,RFID-ENT-01,1DB37E7D,True,OFFICE_A,FIRST_FLOOR,ENTRY,1,119.0,-46,3.34,20,0,140.2,0.8,MEDIUM
